営業種別,名称,所在地,電話番号,部屋数,定員,緯度,経度
旅館・ホテル,にしき,大野市日吉町5ｰ13,0779-65-2275,5,18,35.983015,136.492671
旅館・ホテル,弥生旅館,大野市元町10ｰ19,0779-66-2860,6,21,35.985057,136.491726
旅館・ホテル,美登里旅館,大野市元町13ｰ3,0779-65-2279,7,25,35.984318,136.49196
旅館・ホテル,旅館やまと,大野市大和町4ｰ1,0779-65-1863,5,17,35.983849,136.495165
旅館・ホテル,こし路荘旅館,大野市大和町4ｰ23,0779-66-0012,7,24,35.983763,136.495409
旅館・ホテル,ふじや,大野市明倫町6ｰ18,0779-66-2259,8,30,35.98376,136.488852
旅館・ホテル,三浦屋,大野市明倫町11ｰ13,0779-66-2505,6,43,35.983824,136.490976
旅館・ホテル,扇屋,大野市泉町6ｰ10,0779-65-5858,20,186,35.983643,136.485552
旅館・ホテル,旅館大清水,大野市泉町4ｰ15,0779-65-2250,6,22,35.982426,136.486721
旅館・ホテル,山本旅館,大野市泉町5ｰ10,0779-66-2644,6,26,35.983626,136.485924
旅館・ホテル,福井県奥越高原青少年自然の家,大野市南六呂師169ｰ8,0779-67-1321,38,500,36.023667,136.582603
旅館・ホテル,鳩ケ湯温泉旅館,大野市上打波6ｰ2,0779-65-6808,6,27,36.032474,136.680947
旅館・ホテル,民宿林湊,大野市西勝原14ｰ6,0779-65-6836,5,23,35.96832,136.595732
旅館・ホテル,プチホテルＰａＰａｍａｍａ,大野市朝日26ｰ29ｰ1,0779-78-2226,5,24,35.903781,136.661392
旅館・ホテル,九頭竜温泉ホテルフレアール和泉,大野市下山63ｰ2ｰ24,0779-78-2536,21,163,35.922164,136.645061
旅館・ホテル,国民宿舎パークホテル九頭竜,大野市角野14ｰ3,0779-78-2326,20,73,35.898445,136.653202
旅館・ホテル,越前町生涯学習センター糸生分館,丹生郡越前町小倉89ｰ53,,10,49,35.994132,136.094714
旅館・ホテル,さゝや別館,丹生郡越前町小倉89ｰ70,0778-34-5011,6,22,35.995779,136.097064
旅館・ホテル,泰澄の杜,丹生郡越前町小倉88ｰ55ｰ1,0778-34-2322,11,66,35.997623,136.093328
旅館・ホテル,旅館松葉館,丹生郡越前町西田中14ｰ6ｰ1,0778-34-0035,9,21,35.973055,136.128898
旅館・ホテル,安久旅館,丹生郡越前町織田114ｰ38,0778-36-0023,6,13,35.956961,136.055684
旅館・ホテル,オタイコヒルズ,丹生郡越前町下河原37ｰ19ｰ1,0778-36-2061,14,40,35.94887,136.057517
旅館・ホテル,越前陶芸村「若竹荘」,丹生郡越前町小曽原119ｰ1ｰ2,0778-32-2753,9,32,35.930265,136.063517
旅館・ホテル,樹香苑,丹生郡越前町小曽原7ｰ7ｰ1,0778-32-2332,5,18,35.932498,136.060548
旅館・ホテル,浜善旅館,丹生郡越前町左右3ｰ16,0778-37-0264,10,15,35.987509,135.963289
旅館・ホテル,あたらしや旅館,丹生郡越前町左右4ｰ14,0778-37-0261,11,15,35.9879,135.962662
旅館・ホテル,越前玉川の宿岩本屋,丹生郡越前町玉川19ｰ17,0778-37-0194,14,42,35.968778,135.968701
旅館・ホテル,旅館本家,丹生郡越前町玉川19ｰ20,0778-37-1247,7,44,35.96858,135.968639
旅館・ホテル,古八旅館,丹生郡越前町玉川39ｰ36,0778-37-0251,9,22,35.969136,135.968664
旅館・ホテル,玉島荘,丹生郡越前町玉川39ｰ41,0778-37-0285,15,35,35.969047,135.967998
旅館・ホテル,甚平旅館,丹生郡越前町玉川41ｰ2ｰ1,0778-37-0243,15,57,35.970183,135.966876
旅館・ホテル,越前の宿秀竹,丹生郡越前町玉川39ｰ22,0778-37-0375,7,48,35.968983,135.968528
旅館・ホテル,越前岬温泉湯元館,丹生郡越前町梅浦114ｰ7,0778-37-0772,5,9,35.959371,135.975292
旅館・ホテル,ふるさとの宿こばせ,丹生郡越前町梅浦58ｰ8,0778-37-0018,22,117,35.954147,135.981883
旅館・ホテル,かしま,丹生郡越前町梅浦61ｰ7ｰ1,0778-37-0052,6,20,35.952766,135.985689
旅館・ホテル,旅館木村屋,丹生郡越前町大樟7ｰ38,0778-37-0070,10,22,35.939524,135.993658
旅館・ホテル,はせ,丹生郡越前町道口8ｰ42,0778-37-1580,5,13,35.932978,135.999058
旅館・ホテル,なかの,丹生郡越前町道口9ｰ9,0778-37-1578,6,14,35.932142,135.998527
旅館・ホテル,料理宿やまざき,丹生郡越前町厨16字仲保53ｰ1,0778-37-1016,6,65,35.927342,135.998463
旅館・ホテル,越前海の宿・民宿品野,丹生郡越前町厨7ｰ30ｰ1,0778-37-1136,8,48,35.931175,135.998255
旅館・ホテル,旅館金龍,丹生郡越前町厨17ｰ51ｰ2,0778-37-1052,14,39,35.926637,135.998419
旅館・ホテル,うおたけ,丹生郡越前町厨17字83,0778-37-1099,18,44,35.925665,135.998391
旅館・ホテル,越前くりや温泉あらき,丹生郡越前町厨25ｰ22,0778-37-1421,13,48,35.925595,135.999024
旅館・ホテル,みや本,丹生郡越前町厨26ｰ13ｰ1,0778-37-0878,6,19,35.925359,135.998644
旅館・ホテル,民宿かねとも,丹生郡越前町厨49ｰ1ｰ10,0778-37-1880,10,36,35.912214,135.995783
旅館・ホテル,いまい旅館,丹生郡越前町厨7ｰ13,0778-37-1051,10,23,35.930925,135.999435
旅館・ホテル,旅篭おけや,丹生郡越前町厨70ｰ181ｰ1,0778-37-1434,10,20,35.917785,135.996989
旅館・ホテル,旅館明石,丹生郡越前町厨71号280番地の1,0778-37-0880,7,18,35.923201,135.997725
旅館・ホテル,民宿あらや,丹生郡越前町茂原5ｰ52,0778-39-1144,8,17,35.909684,135.997061
旅館・ホテル,民宿しまや,丹生郡越前町茂原5ｰ13,0778-39-1063,8,21,35.910836,135.996883
旅館・ホテル,民宿おもや,丹生郡越前町茂原5ｰ26,0778-39-1052,13,32,35.910425,135.996789
旅館・ホテル,旅館はまゆう,丹生郡越前町茂原5ｰ40ｰ1,0778-39-1230,19,140,35.91005,135.99675
旅館・ホテル,なかむら,丹生郡越前町茂原9ｰ23ｰ2,0778-39-1140,9,16,35.908986,135.997097
旅館・ホテル,日本海,丹生郡越前町茂原上龍ｹ浜20ｰ1,0778-39-1236,8,19,,
旅館・ホテル,民なのお宿かわもと,丹生郡越前町高佐20ｰ4,0778-39-1919,7,11,35.901943,135.997767
旅館・ホテル,平成,丹生郡越前町高佐27ｰ2ｰ1,0778-39-1221,15,33,35.899893,135.996675
旅館・ホテル,りぞうと旅館宿かり,丹生郡越前町高佐32ｰ4ｰ5,0778-39-1555,10,58,35.897552,135.996145
旅館・ホテル,浜富,丹生郡越前町米ﾉ41ｰ17ｰ7,0778-39-1003,11,37,35.893377,135.995776
旅館・ホテル,旅館海幸苑,丹生郡越前町米ﾉ53ｰ46ｰ1,0778-39-1336,8,27,35.887593,135.997792
旅館・ホテル,大西旅館,丹生郡越前町米ﾉ62ｰ52ｰ2,0778-39-1331,13,42,35.883665,135.999551
旅館・ホテル,旅館うらしま,丹生郡越前町米ﾉ62ｰ69ｰ2,0778-39-1175,13,56,35.885515,135.997922
旅館・ホテル,民宿小林,丹生郡越前町米ﾉ71ｰ49ｰ37,0778-39-1121,10,23,35.8884,135.995079
旅館・ホテル,大正館,丹生郡越前町米ﾉ71ｰ49ｰ9,0778-39-1234,14,59,35.8885,135.995134
旅館・ホテル,海昇園,敦賀市松島浜町116ｰ30,0770-22-5299,5,17,35.656127,136.056418
旅館・ホテル,きくや旅館,敦賀市津内3丁目4-9,0770-25-1159,10,35,35.638365,136.071117
旅館・ホテル,桑野旅館,敦賀市新保49ｰ40,,13,33,35.701683,136.131578
旅館・ホテル,ホテルセピア,敦賀市中24ｰ31ｰ1,0770-22-5271,8,26,35.643459,136.086728
旅館・ホテル,ホテルヴィラエステート,敦賀市中45生水尻7ｰ1,0770-21-5051,12,84,35.640143,136.085573
旅館・ホテル,ホテルヴィラ敦賀店,敦賀市中44号川尻28番,0770-25-2155,15,63,35.642112,136.086117
旅館・ホテル,北国グランドホテル,敦賀市中80号1ｰ3,0770-22-4551,48,360,35.639071,136.086643
旅館・ホテル,ホテルコンチネンタル敦賀店,敦賀市中48ｰ2ｰ1,0770-21-6969,34,317,35.637912,136.084237
旅館・ホテル,ホテルＬｅａｆ,敦賀市谷27号東吉河沢3番地,0770-20-1155,8,48,35.631171,136.091589
旅館・ホテル,ビジネスホテルリビエラ,敦賀市岡山町2丁目48ｰ4ｰ18,0770-24-2331,25,60,35.628921,136.0725
旅館・ホテル,ビジネスホテルクォーレ,敦賀市古田刈16号水掛7番1外4筆,0770-23-6161,124,264,35.632898,136.064723
旅館・ホテル,ホテルα－１敦賀バイパス,敦賀市古田刈1ｰ1ｰ1,0770-21-2323,144,391,35.632526,136.067842
旅館・ホテル,元村,敦賀市本町1丁目5ｰ22,,5,16,35.651975,136.074093
旅館・ホテル,井筒別館,敦賀市清水町1丁目20ｰ7,0770-23-5555,13,32,35.65263,136.075407
旅館・ホテル,ビジネスホテル山形,敦賀市白銀町5ｰ30,0770-25-5288,19,39,35.645672,136.074827
旅館・ホテル,ビジネスホテル山形,敦賀市白銀町5ｰ30,0770-25-5288,11,38,35.645672,136.074827
旅館・ホテル,東横イン敦賀駅前,敦賀市白銀町5ｰ20,0770-20-1045,166,337,35.646083,136.073958
旅館・ホテル,ビジネスホテルスイートピー,敦賀市白銀町5ｰ29,0770-23-5793,9,22,35.645778,136.07473
旅館・ホテル,ビジネスホテル文楽,敦賀市白銀町2ｰ2,0770-25-4694,14,20,35.646897,136.076132
旅館・ホテル,まるきん,敦賀市白銀町,,9,23,35.64575,136.074219
旅館・ホテル,松屋旅館,敦賀市白銀町1ｰ15,0770-22-0135,8,26,35.645681,136.076221
旅館・ホテル,白銀旅館,敦賀市白銀町4ｰ23,0770-22-4871,5,15,35.646681,136.074657
旅館・ホテル,ホテルルートイン敦賀駅前,敦賀市鉄輪町1丁目6ｰ2,0770-21-2232,140,297,35.645292,136.07436
旅館・ホテル,わたなべ,敦賀市津内町2丁目1ｰ32,0770-22-0641,8,28,35.651019,136.071694
旅館・ホテル,㈲つるや旅館,敦賀市津内町2丁目1ｰ5,0770-22-0315,16,65,35.650791,136.071702
旅館・ホテル,（有）ビジネスホテル水仙,敦賀市開町5ｰ3,0770-22-1112,13,28,35.64713,136.068275
旅館・ホテル,まつしま旅館,敦賀市三島町3丁目32ｰ7ｰ4,0770-22-1888,9,28,35.646358,136.065036
旅館・ホテル,敦賀マンテンホテル駅前,敦賀市国広町401ｰ4,0770-25-0100,143,292,35.6461,136.076904
旅館・ホテル,㈲あみや旅館,敦賀市蓬莱町14ｰ9,0770-22-3188,12,56,35.657196,136.067191
旅館・ホテル,観光ホテル,敦賀市川崎町2ｰ8,0770-22-0063,35,200,35.657332,136.065114
旅館・ホテル,寺川荘,敦賀市川崎町3ｰ24,0770-22-0739,28,64,35.656249,136.06505
旅館・ホテル,（牧芳雄）,敦賀市元町11ｰ10,,17,27,35.655744,136.073182
旅館・ホテル,ホテルセレクトイン敦賀,敦賀市野神15ｰ8ｰ12,0770-25-6111,50,110,35.637695,136.058907
旅館・ホテル,ビジネス旅館なかじま,敦賀市野神1ｰ36,0770-22-2690,23,57,35.635098,136.054264
旅館・ホテル,敦賀市立少年自然の家,敦賀市野坂80号15番地,0770-24-0052,34,238,35.621077,136.027925
旅館・ホテル,橋本屋,敦賀市杉津8ｰ11,0770-28-1240,5,23,35.738039,136.096376
旅館・ホテル,丁持屋,敦賀市杉津3ｰ5,0770-28-1006,9,29,35.737161,136.094651
旅館・ホテル,松屋,敦賀市江良9ｰ10,,5,24,35.704732,136.084074
旅館・ホテル,本多旅館,敦賀市江良7ｰ161,0770-28-1133,5,18,35.704352,136.08226
旅館・ホテル,ホテルＪＩＮ,敦賀市赤崎83,0770-22-3647,9,27,35.680219,136.085188
旅館・ホテル,㈲のんきや,敦賀市赤崎44ｰ22ｰ1,0770-22-5706,7,13,35.682674,136.086313
旅館・ホテル,ぎょうぶ荘,敦賀市鞠山91ｰ44,0770-23-2818,5,22,35.678091,136.080164
旅館・ホテル,レストハウス美松,敦賀市山中,0770-27ｰ1231,11,48,35.547306,136.099016
旅館・ホテル,あたらしや旅館,敦賀市松島町7ｰ32,0770-22-3467,33,114,35.653266,136.05882
旅館・ホテル,安田旅館,敦賀市松島町116ｰ6,0770-23-1958,5,16,35.654988,136.05796
旅館・ホテル,岸,敦賀市松島町11ｰ13,0770-23-3741,5,14,35.653629,136.057906
旅館・ホテル,岸,敦賀市松島町10ｰ30,0770-23-3741,5,15,35.653374,136.057973
旅館・ホテル,幾野旅館,敦賀市松島町23ｰ25,0770-22-2393,8,23,35.65411,136.05659
旅館・ホテル,高松,敦賀市松島町114ｰ28,0770-22-2213,7,21,35.654988,136.05796
旅館・ホテル,松口旅館,敦賀市松島町12ｰ15,0770-23-4481,8,28,35.65461,136.058506
旅館・ホテル,松本荘,敦賀市松島町113ｰ43,0770-22-5953,8,28,35.654771,136.05829
旅館・ホテル,長野,敦賀市松島町20ｰ10,0770-23-0358,5,28,35.654065,136.057373
旅館・ホテル,辻旅館,敦賀市松島町4ｰ14,0770-23-0134,7,15,35.654179,136.059051
旅館・ホテル,尼崎信用金庫望海館,敦賀市松島町3ｰ32,0770-22-5034,11,31,35.654974,136.059409
旅館・ホテル,別館辻,敦賀市松島町5ｰ19,0770-23-0134,6,21,35.653996,136.05939
旅館・ホテル,保東旅館,敦賀市松島町7ｰ19,0770-22-1964,35,85,35.652749,136.059398
旅館・ホテル,旅館松下,敦賀市松島町116ｰ30,0770-22-5383,6,17,35.655585,136.056451
旅館・ホテル,旅館百萬石,敦賀市松島町14ｰ20,0770-22-5944,11,38,35.655093,136.057917
旅館・ホテル,ビジネス旅館気見宿,敦賀市松原町1番35号,0770-24-0900,16,40,35.652218,136.054401
旅館・ホテル,松原旅館,敦賀市松原町7ｰ14,0770-22-2984,5,17,35.652343,136.053615
旅館・ホテル,ビジネス旅館まつや,敦賀市中央町2丁目21ｰ10,0770-22-0810,17,52,35.644805,136.051141
旅館・ホテル,ホテルアルファワン敦賀,敦賀市中央町1丁目6ｰ2,0770-22-9900,117,252,35.642905,136.058413
旅館・ホテル,竹野旅館,敦賀市中央町2丁目12ｰ2,0770-25-4867,30,73,35.644952,136.052885
旅館・ホテル,ビジネスホテルシュトローム,敦賀市昭和町1丁目2ｰ14,0770-25-5001,49,113,35.644625,136.063312
旅館・ホテル,ビジネス旅館こてつ,敦賀市昭和町1丁目12ｰ13,0770-24-1880,10,30,35.645797,136.062176
旅館・ホテル,レストホテルなかま,敦賀市昭和町2丁目20ｰ23,0770-25-2700,11,39,35.6385,136.058238
旅館・ホテル,ニューサンピア敦賀,敦賀市呉羽町2番地,0770-24-2111,38,267,35.640278,136.05546
旅館・ホテル,魚平,敦賀市平和町19ｰ18,0770-25-1137,5,15,35.648921,136.050277
旅館・ホテル,魚平西壱番館,敦賀市平和町22ｰ42,0770-25-1137,10,28,35.648691,136.0497
旅館・ホテル,ＭＣＲｅｓｏｒｔ,敦賀市櫛川41号2ｰ1,0770-47-5274,9,65,35.65662,136.044058
旅館・ホテル,おもや,敦賀市沓19ｰ3,0770-26-1601,9,13,35.694276,136.035485
旅館・ホテル,しらすや,敦賀市沓19ｰ16,0770-26-1603,9,35,35.694285,136.034783
旅館・ホテル,ひがし旅館,敦賀市沓18ｰ7,0770-26-1611,6,32,35.694482,136.035938
旅館・ホテル,はま,敦賀市常宮13ｰ35,,6,19,35.68901,136.028992
旅館・ホテル,ビジネス旅館はま,敦賀市常宮13号西ﾉ前33番1,0770-26-1735,10,24,35.688902,136.028529
旅館・ホテル,森本荘,敦賀市常宮13ｰ7,0770-26-1057,9,23,35.690954,136.030058
旅館・ホテル,伝平荘,敦賀市縄間29ｰ14ｰ2,0770-22-4236,8,28,35.684275,136.02549
旅館・ホテル,伝平荘,敦賀市縄間29ｰ14ｰ2,0770-22-4236,11,48,35.684275,136.02549
旅館・ホテル,伝平荘,敦賀市縄間29ｰ14ｰ2,0770-22-4236,9,20,35.684275,136.02549
旅館・ホテル,えんや旅館,敦賀市名子14ｰ10,0770-23-2468,9,22,35.675423,136.032051
旅館・ホテル,海辺の宿長兵衛,敦賀市名子14ｰ43ｰ3,0770-23-7818,7,51,35.688902,136.028528
旅館・ホテル,民宿とね,敦賀市名子14ｰ40ｰ1,0770-23-0881,10,34,35.675943,136.031339
旅館・ホテル,おもや旅館,敦賀市浦底5ｰ17,0770-26-1615,12,37,35.737026,136.027588
旅館・ホテル,かんた旅館,敦賀市浦底70,0770-26-1929,7,26,35.736079,136.027604
旅館・ホテル,味一旅館,敦賀市浦底4ｰ6ｰ1,0770-26-1626,6,23,35.736182,136.028974
旅館・ホテル,旅館きたの,敦賀市浦底6ｰ20,0770-26-1910,10,31,35.736776,136.028168
旅館・ホテル,かねや旅館,敦賀市浦底6ｰ18,0770-26-1605,8,34,35.736221,136.028651
旅館・ホテル,ＢアンドＢＢＥＡＣＨＣＯＭＢＥＲ,敦賀市色浜22ｰ4ｰ3,0770-26-1707,8,26,35.726916,136.036012
旅館・ホテル,おもや旅館,敦賀市色浜31ｰ26,0770-26-1721,10,41,35.730352,136.034631
旅館・ホテル,ちく宝,敦賀市色浜31ｰ23,0770-26-1036,12,37,35.730069,136.034748
旅館・ホテル,みずしま,敦賀市色浜27ｰ5ｰ3,0770-23-0388,17,82,35.728236,136.035768
旅館・ホテル,やまぐち旅館,敦賀市色浜32ｰ3,0770-26-1458,7,23,35.730827,136.034031
旅館・ホテル,伊呂波,敦賀市色浜31号5ｰ1,0770-26-1722,11,34,35.729905,136.035451
旅館・ホテル,民宿別館おもや,敦賀市色浜26ｰ13ｰ1,0770-26-1080,9,30,35.728233,136.036537
旅館・ホテル,弥五郎旅館,敦賀市色浜31ｰ33,0770-26-1444,6,22,35.730249,136.03419
旅館・ホテル,遊三閣,敦賀市色浜28ｰ24ｰ3,0770-26-1616,8,42,35.729372,136.036198
旅館・ホテル,旅館なかい,敦賀市色浜30ｰ6,0770-26-1723,9,45,35.729363,136.035584
旅館・ホテル,あけぼの,敦賀市手29,,16,73,35.710688,136.037679
旅館・ホテル,やました,敦賀市手5ｰ13,0770-26-1703,8,61,35.71424,136.038743
旅館・ホテル,やまもと荘,敦賀市手6ｰ3,0770-26-1900,12,36,35.712118,136.038176
旅館・ホテル,勝浦荘,敦賀市手24号上中田10ｰ1,0770-26-1054,10,39,35.711261,136.038144
旅館・ホテル,石山,敦賀市手20号中堀7,0770-24-1446,8,28,35.711255,136.038137
旅館・ホテル,石川荘,敦賀市手5ｰ6,0770-26-1059,15,57,35.713868,136.039279
旅館・ホテル,川端荘,敦賀市手6ｰ2,0770-26-1134,8,31,35.713538,136.03864
旅館・ホテル,旅館北上,敦賀市手4ｰ11,0770-26-1747,6,24,35.714368,136.039184
旅館・ホテル,中川旅館,敦賀市白木1丁目14,,9,30,35.73132,135.976438
旅館・ホテル,浜崎,敦賀市白木1丁目13,,8,30,35.731545,135.976491
旅館・ホテル,民宿宗野,南条郡南越前町大谷2ｰ22,0778-48-2869,7,16,35.782934,136.097521
旅館・ホテル,やまひさ,南条郡南越前町河野19ｰ6,0778-48-2799,6,12,35.822914,136.07252
旅館・ホテル,旅館山上家,南条郡南越前町河野44ｰ5,0778-48-2047,7,15,35.822887,136.071875
旅館・ホテル,ふじの,南条郡南越前町甲楽城12ｰ35,0778-48-2518,5,20,35.837148,136.052691
旅館・ホテル,山びこ,南条郡南越前町甲楽城9ｰ68,0778-48-2361,6,13,35.838603,136.051674
旅館・ホテル,泉,南条郡南越前町糠106ｰ1ｰ26,0778-28-2644,5,7,35.854456,136.03424
旅館・ホテル,青木旅館,南条郡南越前町糠106字長島1ｰ6,0778-48-2575,8,18,35.853801,136.035028
旅館・ホテル,ながしま荘,南条郡南越前町糠106字長嶋,0778-48-2624,9,19,35.853801,136.035028
旅館・ホテル,うみの宿さへい,南条郡南越前町糠12ｰ21,0778-48-2738,7,14,35.849596,136.040478
旅館・ホテル,清海館,南条郡南越前町糠12ｰ31,0778-48-2026,14,53,35.84924,136.040903
旅館・ホテル,ホテルはま屋,南条郡南越前町糠12ｰ9,0778-48-2453,9,26,35.850074,136.039934
旅館・ホテル,水仙,南条郡南越前町糠大比良,0778-48-2712,11,23,35.71266,136.036601
旅館・ホテル,今庄ふるさと交流センターきらめき,南条郡南越前町古木50ｰ59,0778-45-1310,8,61,35.794232,136.266032
旅館・ホテル,ロッジ３６５,南条郡南越前町板取85ｰ4,0778-45-1414,10,44,35.721708,136.149336
旅館・ホテル,旅館川端屋,南条郡南越前町今庄60ｰ49,0778-45-0022,11,47,35.774271,136.19564
旅館・ホテル,今庄サイクリングターミナル,南条郡南越前町今庄85ｰ2,0778-45-0073,22,89,35.772874,136.200929
旅館・ホテル,花はす温泉そまやま,南条郡南越前町中小屋60ｰ1,0778-47-3368,16,131,35.808829,136.227264
